path,review_scope,review_depth,bytes,sha256
okf/src/reference_agent/bundle/__init__.py,okf,full_text,368,8f4bd7a082480d491d9332cdf686939ab947d9b41c8ee94038e806143a1bce89
okf/src/reference_agent/bundle/document.py,okf,full_text,4555,2edb22b6796b242f7cc9135b1722a9966052277b2698477b4545148f53990882
okf/src/reference_agent/bundle/index.py,okf,full_text,3385,5477e9eae46c68c898b6459a36f75e42b777c40c3e5ffc99c4408a226655b111
okf/src/reference_agent/bundle/paths.py,okf,full_text,988,d02ce1f78cd3492e0a4b5d3b334e8f4e41ff679336f12ec54b3fae6630a75f6f
okf/src/reference_agent/bundle/synthesizer.py,okf,full_text,1497,728ab82dd7809a1d69b6ea2c4fd242d448319669097b4bec917c1295d0dcb27e
okf/src/reference_agent/cli.py,okf,full_text,6985,5751b55388a7332070b9e43024cdd69fbd7adda0f3b5b20db220bcb8c987484d
okf/src/reference_agent/prompts/reference_instruction.md,okf,full_text,5262,e3af8b7d180e945d454b3c273146ae2019cea2624ad7c85bb7b702f10e1dc9e7
okf/src/reference_agent/prompts/web_ingestion_instruction.md,okf,full_text,15286,537fe240e12c62c175d4866c4e979f1ebd01c3011d6c181ecaa2737cb661f61b
okf/src/reference_agent/runner.py,okf,full_text,10597,71f7dcf924ff921a7452cb26bf708dcba1d737deddf427f97c0c853cee5a5a48
okf/src/reference_agent/sources/__init__.py,okf,full_text,96,be3ba645a540df46241180adbe6c767309dfea8e516276f165879e0890f32fbc
okf/src/reference_agent/sources/base.py,okf,full_text,904,152fc71bd57daa56756e4930352407ede4ffa5663f49554fe6d51670304071f5
okf/src/reference_agent/sources/bigquery.py,okf,full_text,8122,21a7c1d4b58c668468db1de9177e3f5642ed7a19fa57066bde88baa000ef12a5
okf/src/reference_agent/tools/__init__.py,okf,full_text,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
okf/src/reference_agent/tools/bundle_tools.py,okf,full_text,7165,4b60efc8dd9c5e9002eac25aefa645f0d83107330b458d7e6158bf66bafbb9bb
okf/src/reference_agent/tools/context.py,okf,full_text,1999,b4dc24e60a9dbc578d0c17db6d6f9942fd495259b4ab604219c6b3d647c7215b
okf/src/reference_agent/tools/source_tools.py,okf,full_text,2313,626770b01d529561f17404578783c694de7d89d4ca73d7256b943906aad5503f
okf/src/reference_agent/tools/web_tools.py,okf,full_text,3590,81dd93102cf66850e3b255346d3a533499adac53e975b2f38059fb1d81cfa341
okf/src/reference_agent/viewer/__init__.py,okf,full_text,106,22a3312cd82b4cb9b71fcbd79bb322dc91eb25b9509c5c38474ee22e2893692a
okf/src/reference_agent/viewer/generator.py,okf,full_text,6570,0484fa2710fca390c84a806f9bf8b3c618144f7c80a41122e930c31b512e2d89
okf/src/reference_agent/viewer/static/viz.css,okf,full_text,4421,ff78ca68c442aeb84a7a1f023d8a69b82117501131f0670933790a7319344ed0
okf/src/reference_agent/viewer/static/viz.js,okf,full_text,9978,66346171f4a0e1cdee0a1fc4ca085358183e00f4c8491599bb29b7c585ca8133
okf/src/reference_agent/viewer/templates/viz.html,okf,full_text,2131,609142a7f4eb86c84f408e18923c3db1268b1e1741c80a6cb35cbb982d78b785
okf/src/reference_agent/web/__init__.py,okf,full_text,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
okf/src/reference_agent/web/fetcher.py,okf,full_text,2766,ef90edbcf96a801a4f7405f726160d068b637deade082a357bb05c285c6f670c
okf/tests/__init__.py,okf,full_text,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
okf/tests/test_bigquery_source.py,okf,full_text,6157,ff1c064cf263c7c7cd21841e0012ec29d3ec6f5f922c7c9a799c926b0141e8c9
okf/tests/test_bundle_tools.py,okf,full_text,5574,daa8df66559203eda4f9cb9235529bf73bad2e264f7f9fb294de7931a72b2a74
okf/tests/test_document.py,okf,full_text,3099,535375de0a52f8d95318859f188ffc7f5c8d683f8aac6e514c6d2101a70f901f
okf/tests/test_index.py,okf,full_text,3077,f6cf4d24187a5ff141a927c2ab1a5cb669572840cbd6c7c6674068c08ac8b5ab
okf/tests/test_viewer.py,okf,full_text,6256,1c6106a0e458fe90db9a100785a755eb8ea82453c38c25756228884e36500972
okf/tests/test_web_fetcher.py,okf,full_text,2707,f1a3a3ff5c5d9d69388f2c5c42cd6b701836b377ad538f49fa99a05c212c1786
okf/tests/test_web_tools.py,okf,full_text,3755,28b75d53248ba52d82a91f1f998f6cf3abc3d38201eb97d7d648d0796bdc0644
samples/README.md,tooling,full_text,364,819d58cb19ae84a92fb16bb0ada93a565179de83e3db5189fcc765baeec89f11
samples/discovery/README.md,tooling,full_text,2913,61cdebf2f5c9b1cab254402357e6f83328e198f377b997b3238403c34548ece0
samples/discovery/SKILL.md,tooling,full_text,12315,38937ecc6d9582b9d295dd5915e7cbd32e168d96344b9408c658598cfeb03039
samples/discovery/agent.py,tooling,full_text,1021,9622026bce0a22487e185fbd90c210f1a89261e76e6c0874a98ced5ad7164421
samples/discovery/requirements.txt,tooling,full_text,49,cfd033abaea1e61890fc59f447a6ad872cc5eaf39ff6f699f1f696203b7d8b37
samples/discovery/tools.py,tooling,full_text,2075,7648b1347cd965c83ae3345a923738857b9297dd0174d51029d15858affadf5a
samples/discovery/utils.py,tooling,full_text,514,602bba5687f238d9bd633775ef1d3bcb2f2e22851ac1478e18c820e9e7bb3971
samples/enrichment/.gitignore,tooling,full_text,38,9a3147fa7c60c69ed05896937f8798797b03ee35253ad3720cec16ba2935d003
samples/enrichment/README.md,tooling,full_text,2175,dd13fe8a183295a0ac05c460c670caa253f404ed52e193e1ce1c22442239d4e1
samples/enrichment/sample/config/instructions.md,tooling,full_text,165,8a4423f8ffa268d491d98fd26625ef45aa1a150b8e3c5851fee6755f9926838d
samples/enrichment/sample/config/mcp.json,tooling,full_text,242,240d93eb8fa6be1167fdd8d0581e6524f3584070ce3e1f4af50c64b73bbf0e00
samples/enrichment/sample/config/skills/kb-search/SKILL.md,tooling,full_text,869,007430fe4f73920ce877ce5e4c928376c87982873a2ee333635eed52361db238
samples/enrichment/sample/data/create_data.py,tooling,full_text,1180,a9d5d81e249e530195f03c126406cedd97d0a0e9e20284030319d436f9d9084e
samples/enrichment/sample/docs/events.md,tooling,full_text,930,f418350c2da4efcf7e28b1b677e9688386f1d4250faf7a19b598401f5a6dc705
samples/enrichment/sample/docs/example1.md,tooling,full_text,555,1a9668a925b4ffc2f4f286c10724110d88bbd1c77c80352482b69111b8e7f12c
samples/enrichment/sample/docs/example2.md,tooling,full_text,678,809c51424b45419890b43dfd258aa232c426680f3ac5f60a67e0762aa6dd74ba
samples/enrichment/sample/docs/example3.md,tooling,full_text,573,b8b3f3133df2eaca670b7abd7626d10261521071fb7bbc652abab071f013de60
samples/enrichment/sample/docs/example4.md,tooling,full_text,625,ffa56bd4e91f55463efb991bb1a00da9692ed0e4426abe76d70d5ce766d10892
samples/enrichment/sample/docs/lipsum.md,tooling,full_text,2232,ac3bad8cf2a42609578a2a1c0a9dceba17c40e94aa376e635a3c346d8d1df06a
samples/enrichment/sample/docs/overview.md,tooling,full_text,1267,0a0f47c73f4b02b0ca210243c087ec614675ddd6e2c8a4a775de21e2a97e2d45
samples/enrichment/sample/docs/usage.md,tooling,full_text,1261,0cfe084ccc7192bc15a6526a095a088355c9b5abcc39b5be595a5e8beca9e395
samples/enrichment/src/enrichment/__init__.py,tooling,full_text,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
samples/enrichment/src/enrichment/documentation/__init__.py,tooling,full_text,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
samples/enrichment/src/enrichment/documentation/agent.md,tooling,full_text,2187,b09ca6cacc78dce8c1aef9345329a64eef0876263632f663b2ffe3c1b6d724a2
samples/enrichment/src/enrichment/documentation/agent.py,tooling,full_text,2610,cfcf6b07e0fa5a4e334afd943c3cbc140483ba7e44a14d72eaeb8c229f8fd27f
samples/enrichment/src/enrichment/documentation/sources.py,tooling,full_text,2919,53c226b97befb4a38543283cc5519b17c93942fe0b792ee7731130bf884017b2
samples/enrichment/src/enrichment/download.py,tooling,full_text,620,5efccb89ffc3c1e923733f97386f45d94ba551ec4c410b493afe264d7ed2abd3
samples/enrichment/src/enrichment/enrich.py,tooling,full_text,2557,1962726d9e61198c198f49c9b6e8fbb193549715ad06d60e7fbf11eab17eec4d
samples/enrichment/src/enrichment/metadata/__init__.py,tooling,full_text,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
samples/enrichment/src/enrichment/metadata/catalog.py,tooling,full_text,3391,b7ab782f0852f6093ba91f1e0ad2a314d45756fe3f7bc540b0e20e124f68f4ef
samples/enrichment/src/enrichment/metadata/snapshot.py,tooling,full_text,4022,9b5d41ab803e88ca5846c0dc9340c353ca4e8c4dfea4be2843ea099b2d543944
samples/enrichment/src/enrichment/publish.py,tooling,full_text,585,d8082d0c126db97c7f289a7f258b66ec6d979e37e47a575bb32db4c485a27e09
samples/enrichment/src/enrichment/util/__init__.py,tooling,full_text,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
samples/enrichment/src/enrichment/util/markdown.py,tooling,full_text,330,059d35582bdf20d29f0117f9d4d701c42f4388608bc62b342064a2d3c95c87b3
samples/enrichment/src/env.sh,tooling,full_text,633,7bc5147b0c5108035306cb1814a2b5108d3956e84a65128e2e0ea06dfe397c03
samples/enrichment/src/requirements.txt,tooling,full_text,83,8b1d04f91d2bec5c372ff56f7ab54fcbb69df76b2574b93f6fdc0a738d7f2680
samples/enrichment/src/tools/fileskb/README.md,tooling,full_text,774,01f950b666ec105d937f115d11600ada0a33c186c671990d2a705d4cad56f3d3
samples/enrichment/src/tools/fileskb/main.py,tooling,full_text,3418,1e26350cd75496eb753a10fa54241b4b61b5978504a47246d9b8a74551449bed
toolbox/README.md,tooling,full_text,472,921a5111ace7f9e5fe24bee58b964f28a9d9d7be217438726c56f853b413ac43
toolbox/enrichment/.gitignore,tooling,full_text,33,9a8ccefb0f6b29996620d514de966daaba70f2233c26dede0a2780d7acd41987
toolbox/enrichment/README.md,tooling,full_text,4285,2540d0ac7520e04a8bbb7b703784a9eeda74cc0643dbdd2f692b85c065701ed0
toolbox/enrichment/package-lock.json,tooling,generated_lock_full_structural_inspection,394685,161c4fe05118fb32d14b8e753ffbe8e50014d51e458233607a888b19eb221130
toolbox/enrichment/package.json,tooling,full_text,1190,d02b5ceda394e854ffc02d44f4852796ed6f270307580d3c4d17d841dc9f086f
toolbox/enrichment/src/agent/enrich/agent.ts,tooling,full_text,3606,33e02633396a40d9c0f51ec6409f7b9173fee760d7671d24962339d8c5cf33c6
toolbox/enrichment/src/agent/enrich/command.ts,tooling,full_text,4372,418e0ec448592fdd75c61025f4c53f7d69ffea3dd2134d3ff489f545504215b3
toolbox/enrichment/src/agent/main.ts,tooling,full_text,909,2ce0dc29ef1928b52e20cd4fcbf9c53c1dfb0ffc680d43609c82dd162919284d
toolbox/enrichment/src/agent/tools.ts,tooling,full_text,2695,f413730e2359a624a142abde67cfb31c71c080605f6a0edf2e419cbd9eab9b09
toolbox/enrichment/src/agent/utils/patchadk.ts,tooling,full_text,3566,d66ab3e15c219788c59dd39d07ac4a0e265c5e2109a7e0d78a552887c85bad48
toolbox/enrichment/src/agent/utils/patchpb.ts,tooling,full_text,790,4dccbbf7e5b90f0767626fb9bc19b5d340efe754bbb7d0f97f11c803fef2e169
toolbox/enrichment/src/tools/md/fileset.ts,tooling,full_text,3767,bb7507fd8581fdd613da345d9e02349891e7538ee026880709cf6d4c024a85c4
toolbox/enrichment/src/tools/md/main.ts,tooling,full_text,958,fd473c0320b4cffb680e08d0a360d0bc45cf0ddce517250cb7c583ca5d29a003
toolbox/enrichment/src/tools/md/server.ts,tooling,full_text,2175,ea6bb7e2ee19c4b318df3d5227ff66e2043dec960931c432560c049d7c597027
toolbox/enrichment/tsconfig.json,tooling,full_text,488,67238a73ae6a21b1752ebb02edb884cd393ffca668dac5f910aaed0eefff7532
